CNPJ,Ano_edit,nota_financeiro,nota_qualitativo,nota_quantitativo,nota_final,rating,DataHora,status
13.338.734/0001-27,2024,1.35,3.55,4.5,2.9055,BB,2025-08-08 14:24,ativa
