CNPJ,Ano_edit,Periodo,DataHora,Mediana_COMPRA,Desvio_COMPRA,Desvio/Mediana_COMPRA,Mediana_VENDA,Desvio_VENDA,Desvio/Mediana_VENDA
13.338.734/0001-27,2024,202501-202506,2025-08-08 13:41:33,107.861692247312,17.104567149386373,0.15857870197482118,102.6855515,16.967042759374944,0.16523301001480178
